userName,Review,Rating
june misir,"This app is horribly programmed. It's fine once you're in it but god forbid you forget your password. the app will send you multiple emails and you need to make sure you use the correct code. if you don't, then it will send you another code. and every time you use the wrong code, it does the same. whoever did testing on this app didn't account for that. please fix that ASAP.",1
M G,fk Trudeau,1
Natasha Demberg,The app is not flexible. In my passport I have my husband name but in QC you have to have birth name for all QC docs. It is impossible to add another name to the app,2
Duane Lee,no problem filling out form straight forward easy,5
Karen Dunn,It was pretty easy to complete this document.,5
Paul Sorensen,All good no issues.,5
Carole Ayache,so easy!,5
Christine Dekker,easy to use.,5
Jason Boere,"Everything the app asks for makes sense. It's a little time consuming. It took me like 20 minutes. As long as you have access to all your documents (passport, vaccine certificate, flight info) it's relatively easy.",5
Jeremy Westendorp,the fact we still need to use this app sucks big time,1
Jason Jones,Complete waste of time,1
Ch Ho,"The app only allows recording up to two vaccinations, recommendation is now three or four.",3
Christine Irving,"Keeps giving me quarantine notices, even though I am triple vaccinated. Garbage app, no way to get any help. I emailed screenshots of my issue and no one got back to me. I've tried deleting and uploading the app, and I still keep getting quarantine notices. Fix your app or get rid of it this is ridiculous.",1
Shayan Mukhtar,"Tried 10 times to add a new traveller. It gets added in the traveller screen, I check off all the travellers, and then when I go to submit the form, the new traveller disappears. So frustrating I ended up just making a new account on a different phone.",2
Paula McFarling,easy to do,5
thomas whitlock,useless and a waste of time,1
chris giannios,sucks buggy embarrassment,1
Simon Wells,redundant garbage,1
Daniel Leung,Terrible app.,1
Garth Teagle,easy and straightforward,5
Jean-Francois,Completely useless garbage. An inert rock is more functional than this...,1
Lea Almario,good,5
Derek Redford,biggest waste of time ever!!,1
Kevin Linklater,straightforward. well done govt of canada,5
Marlo Purvis,complete waste of time,1
Brendan B,waste of time,1
TUNDE DAWODU,👍👌👌👌👌👌,5
Carlwito,Constantly crashes while submiting my information. Very frustrating. Get the app in order or get rid of it.,2
Stephan Arseneau,a total wast of time. if i was abel to leave canada to travel to the usa then why do i have to jump through hoops to come back home after my vacation. way to go canada making canadians not want to travel anymore,1
Recule Eder,loved it,5
Mr.T,Let's get past this already!,1
Robbie NA,The scanning of the passport is cumbersome to say the least.,3
Robert Guertin,Easy to use,5
arpalejo2007,"Scanning passport doesn't work. Information has to be entered manually, had to do it multiple times.",1
Anis Charania,Very easy to use and submit documents.,5
bullsharkreef,"Buggy junk. If an app is mandatory, it has to work perfectly, every time. This doesn't.",1
Doug Read,would be convenient to be able to select port of entry on a map,4
Gosia Bawolska,"Easy to use, made going through customs much faster.",5
Catherine Farrington,very easy to complete,5
Matt Innocente,"if arrivecan apps goal is to waste your time on vacation, accomplish nothing, and strand a boyscout troop in Switzerland. ... than it had exceeded all expectations.",1
Maxime Gagné-Gauthier,"worst app I've ever seen, could change the time of arrival even after trying over 20 times",1
Maheswaran Dhandapani,it was easy to setup,5
William Hickox,I hate having to use this and did not get told in advance that I needed it,1
Carolyn Stapp,Would not work on my phone.,1
JaNae Briggs,pretty easy to complete,5
David Archibald,the Canadian government sucks for implementing this bs.,1
Jermy Hoffman,Very nice app. Very stable,5
Emily Jane McQueen,camera feature was impossible to use,4
Aaron,Easy. Efficient. Simple,5
Zuhry Mousa,"Easy to use, intuitive UI",5
Riley Danroth,"Absolutely terrible product, created by a terrible government",1
Robert nava,Very travel informative information to enter Canada with ease of system.,5
David Ultis,"Organized, efficient and streamlined.",5
Ravi Jain,Easy to follow steps,5
Molly Kercheval,Easy to use!,5
Mario Reza,Simple and easy to use.,5
A Google user,excellent,5
Justin E,"This app sucks, doesn't work and should be terminated",1
Ryan Taylor,app works great but kind of hastle to do.,4
fernando iguin,so far so good,5
Mark Ferdinand Bonifacio,Great App to monitor people entering Canada. Fast and Easy.,5
Terry Evans,Canada used to be a free country. Now we are totally controlled by a sick Dictator! This is absolutely stupid,1
Marilee Heintz,Easy way to fill out paperwork,5
Lakshmi Thirthala,Excellent service,5
John Katzman,easy and quick!,5
Jonaid Ullah,The time selection for flight time has a glitch,3
Fred Batt,Glitch. Wasted hours trying to get it to work before boarding cruiseship. People working at desk at Princess Lodge said not to worry about it. I worry about it.,1
Mike Scudder,so easy to get done. thanks!,5
Terry Yu,so far not a problem,5
Cindy Hielscher,As traveler on cruise ship going from port to port this was very confusing. Better steps for cruise travelers would be helpful.,3
Eagle Lion,This is so ridiculous.,1
Chinedu Ajunwa,Awesome Experience!,5
Robert Anderson,Better than a website and printouts. Nice scanning of passports.,5
Joanna Coyle,doesnt give option for multiple addresses if travelling,2
Branden Poirier,pointless,1
Gabriela Prodea,Government tracking app breaking rules for personal privacy. Enabler of communist practices.,1
Venkata Ramana,Excellent service,5
Rod Myer,this is a completely useless app created by an overreaching intellectually bankrupt federal government,1
Donna Chatman,"This process was extremely difficult to follow particularly since the Port of Entry into Canada was not even listed. When I called, I was told to pick any port I wanted to because they were updating the list. I have no idea how that's going to shake out.",3
Shinder Grewal,"had problems with am/pm on arrival time, which seemed like a app glitch, otherwise pretty easy and straightforward",4
Dan Dunmire,"Onerous and unkempt application that requires repeat information and is not user friendly. Do not recommend. Would not visit Canada if I didn't have to for a wedding, because their border policies are a disaster.",1
Faith Edgecomb,"The app won't let me add children to the group, only adults. Below I found a link to a website that actually worked. Save yourself the time and use the website",1
Led Bila,This app is absolutely not necessary! I would rate 0 stars if there was an option,1
Kat Jan,"very helpful app, very time saving in arrival",5
Basil R Bhan,Patience; follow prompts to experience smooth sailing!,5
Dr. George Holden,This was an easy application to complete!,5
Mark LaPete,"Simple and direct, so Canadian!",5
Scott Wells,Great app and easy to use. Other countries should follow Canada's example.,5
Kelly Manor,"not able to check driving through as option, or having just visited the country of canada",2
Eileen Barrett,"This is a simple form that, hopefully, will save time later.",5
Caleb Miller,App works. Annoying to need another single use app though,4
Mick Morley,Fails at verification step. Can't proceed furher.,1
Ryan Sengara,Welcome to Canada where the CBSA and the federal government is the new NKVD/KGB,1
Ismael Nehme,good app. but the vaccine mandate is tyranny,3
Peter Ly,I found the app very user friendly and easy to use! Thank you Government of Canada for allowing us to travel by providing an easy solution to showing proof of vaccination!,5
Angelo Raffield,very painless,5
Ken Malokofsky,there is no option for driving thru canada- bogus!! why have to do this everytime we travel thru?! bogus!!,4
joshua beaulieu,utterly ridiculously to continue to use this app,1
Steve Balan,sucks,1
J.O. Leger,"App works fine, but the government is asking for too much information that isn't necessary",1
Melon Chili Sauce,invasion of privacy.,1
Benjamin Phillips,absolutely inane,1
Tracey Sandler,easy,5
Brian Q,The camera feature to scan your passport just crashes and forces my phone to reboot! Buggy!,1
